date,VIX,VIX3M
2008-04-28,19.64,
2008-04-29,20.24,
2008-04-30,20.79,
2008-05-01,18.88,
2008-05-02,18.18,
2008-05-05,18.9,
2008-05-06,18.21,
2008-05-07,19.73,
2008-05-08,19.4,
2008-05-09,19.41,
2008-05-12,17.79,
2008-05-13,17.98,
2008-05-14,17.66,
2008-05-15,16.3,
2008-05-16,16.47,
2008-05-19,17.01,
2008-05-20,17.58,
2008-05-21,18.59,
2008-05-22,18.05,
2008-05-23,19.55,
2008-05-27,19.64,
2008-05-28,19.07,
2008-05-29,18.14,
2008-05-30,17.83,
2008-06-02,19.83,
2008-06-03,20.24,
2008-06-04,20.8,
2008-06-05,18.63,
2008-06-06,23.56,
2008-06-09,23.12,
2008-06-10,23.18,
2008-06-11,24.12,
2008-06-12,23.33,
2008-06-13,21.22,
2008-06-16,20.95,
2008-06-17,21.13,
2008-06-18,22.24,
2008-06-19,21.58,
2008-06-20,22.87,
2008-06-23,22.64,
2008-06-24,22.42,
2008-06-25,21.14,
2008-06-26,23.93,
2008-06-27,23.44,
2008-06-30,23.95,
2008-07-01,23.65,
2008-07-02,25.92,
2008-07-03,24.79,
2008-07-07,25.78,
2008-07-08,23.15,
2008-07-09,25.23,
2008-07-10,25.59,
2008-07-11,27.49,
2008-07-14,28.48,
2008-07-15,28.54,
2008-07-16,25.1,
2008-07-17,25.01,
2008-07-18,24.05,
2008-07-21,23.05,
2008-07-22,21.18,
2008-07-23,21.31,
2008-07-24,23.44,
2008-07-25,22.91,
2008-07-28,24.23,
2008-07-29,22.03,
2008-07-30,21.21,
2008-07-31,22.94,
2008-08-01,22.57,
2008-08-04,23.49,
2008-08-05,21.14,
2008-08-06,20.23,
2008-08-07,21.15,
2008-08-08,20.66,
2008-08-11,20.12,
2008-08-12,21.17,
2008-08-13,21.55,
2008-08-14,20.34,
2008-08-15,19.58,
2008-08-18,20.98,
2008-08-19,21.28,
2008-08-20,20.42,
2008-08-21,19.82,
2008-08-22,18.81,
2008-08-25,20.97,
2008-08-26,20.49,
2008-08-27,19.76,
2008-08-28,19.43,
2008-08-29,20.65,
2008-09-02,21.99,
2008-09-03,21.43,
2008-09-04,24.03,
2008-09-05,23.06,
2008-09-08,22.64,
2008-09-09,25.47,
2008-09-10,24.52,
2008-09-11,24.39,
2008-09-12,25.66,
2008-09-15,31.7,
2008-09-16,30.3,
2008-09-17,36.22,
2008-09-18,33.1,
2008-09-19,32.07,
2008-09-22,33.85,
2008-09-23,35.72,
2008-09-24,35.19,
2008-09-25,32.82,
2008-09-26,34.74,
2008-09-29,46.72,
2008-09-30,39.39,
2008-10-01,39.81,
2008-10-02,45.26,
2008-10-03,45.14,
2008-10-06,52.05,
2008-10-07,53.68,
2008-10-08,57.53,
2008-10-09,63.92,
2008-10-10,69.95,
2008-10-13,54.99,
2008-10-14,55.13,
2008-10-15,69.25,
2008-10-16,67.61,
2008-10-17,70.33,
2008-10-20,52.97,
2008-10-21,53.11,
2008-10-22,69.65,
2008-10-23,67.8,
2008-10-24,79.13,
2008-10-27,80.06,
2008-10-28,66.96,
2008-10-29,69.96,
2008-10-30,62.9,
2008-10-31,59.89,
2008-11-03,53.68,
2008-11-04,47.73,
2008-11-05,54.56,
2008-11-06,63.68,
2008-11-07,56.1,
2008-11-10,59.98,
2008-11-11,61.44,
2008-11-12,66.46,
2008-11-13,59.83,
2008-11-14,66.31,
2008-11-17,69.15,
2008-11-18,67.64,
2008-11-19,74.26,
2008-11-20,80.86,
2008-11-21,72.67,
2008-11-24,64.7,
2008-11-25,60.9,
2008-11-26,54.92,
2008-11-28,55.84,
2008-12-01,68.51,
2008-12-02,62.98,
2008-12-03,60.72,
2008-12-04,63.64,
2008-12-05,59.93,
2008-12-08,58.49,
2008-12-09,58.91,
2008-12-10,55.73,
2008-12-11,55.78,
2008-12-12,54.28,
2008-12-15,56.76,
2008-12-16,52.37,
2008-12-17,49.84,
2008-12-18,47.34,
2008-12-19,44.93,
2008-12-22,44.56,
2008-12-23,45.02,
2008-12-24,44.21,
2008-12-26,43.38,
2008-12-29,43.9,
2008-12-30,41.63,
2008-12-31,40.0,
2009-01-02,39.19,
2009-01-05,39.08,
2009-01-06,38.56,
2009-01-07,43.39,
2009-01-08,42.56,
2009-01-09,42.82,
2009-01-12,45.84,
2009-01-13,43.27,
2009-01-14,49.14,
2009-01-15,51.0,
2009-01-16,46.11,
2009-01-20,56.65,
2009-01-21,46.42,
2009-01-22,47.29,
2009-01-23,47.27,
2009-01-26,45.69,
2009-01-27,42.25,
2009-01-28,39.66,
2009-01-29,42.63,
2009-01-30,44.84,
2009-02-02,45.52,
2009-02-03,43.06,
2009-02-04,43.85,
2009-02-05,43.73,
2009-02-06,43.37,
2009-02-09,43.64,
2009-02-10,46.67,
2009-02-11,44.53,
2009-02-12,41.25,
2009-02-13,42.93,
2009-02-17,48.66,
2009-02-18,48.46,
2009-02-19,47.08,
2009-02-20,49.3,
2009-02-23,52.62,
2009-02-24,45.49,
2009-02-25,44.67,
2009-02-26,44.66,
2009-02-27,46.35,
2009-03-02,52.65,
2009-03-03,50.93,
2009-03-04,47.56,
2009-03-05,50.17,
2009-03-06,49.33,
2009-03-09,49.68,
2009-03-10,44.37,
2009-03-11,43.61,
2009-03-12,41.18,
2009-03-13,42.36,
2009-03-16,43.74,
2009-03-17,40.8,
2009-03-18,40.06,
2009-03-19,43.68,
2009-03-20,45.89,
2009-03-23,43.23,
2009-03-24,42.93,
2009-03-25,42.25,
2009-03-26,40.36,
2009-03-27,41.04,
2009-03-30,45.54,
2009-03-31,44.14,
2009-04-01,42.28,
2009-04-02,42.04,
2009-04-03,39.7,
2009-04-06,40.93,
2009-04-07,40.39,
2009-04-08,38.85,
2009-04-09,36.53,
2009-04-13,37.81,
2009-04-14,37.67,
2009-04-15,36.17,
2009-04-16,35.79,
2009-04-17,33.94,
2009-04-20,39.18,
2009-04-21,37.14,
2009-04-22,38.1,
2009-04-23,37.15,
2009-04-24,36.82,
2009-04-27,38.32,
2009-04-28,37.95,
2009-04-29,36.08,
2009-04-30,36.5,
2009-05-01,35.3,
2009-05-04,34.53,
2009-05-05,33.36,
2009-05-06,32.45,
2009-05-07,33.44,
2009-05-08,32.05,
2009-05-11,32.87,
2009-05-12,31.8,
2009-05-13,33.65,
2009-05-14,31.37,
2009-05-15,33.12,
2009-05-18,30.24,
2009-05-19,28.8,
2009-05-20,29.03,
2009-05-21,31.35,
2009-05-22,32.63,
2009-05-26,30.62,
2009-05-27,32.36,
2009-05-28,31.67,
2009-05-29,28.92,
2009-06-01,30.04,
2009-06-02,29.63,
2009-06-03,31.02,
2009-06-04,30.18,
2009-06-05,29.62,
2009-06-08,29.77,
2009-06-09,28.27,
2009-06-10,28.46,
2009-06-11,28.11,
2009-06-12,28.15,
2009-06-15,30.81,
2009-06-16,32.68,
2009-06-17,31.54,
2009-06-18,30.03,
2009-06-19,27.99,
2009-06-22,31.17,
2009-06-23,30.58,
2009-06-24,29.05,
2009-06-25,26.36,
2009-06-26,25.93,
2009-06-29,25.35,
2009-06-30,26.35,
2009-07-01,26.22,
2009-07-02,27.95,
2009-07-06,29.0,
2009-07-07,30.85,
2009-07-08,31.3,
2009-07-09,29.78,
2009-07-10,29.02,
2009-07-13,26.31,
2009-07-14,25.02,
2009-07-15,25.89,
2009-07-16,25.42,
2009-07-17,24.34,
2009-07-20,24.4,
2009-07-21,23.87,
2009-07-22,23.47,
2009-07-23,23.43,
2009-07-24,23.09,
2009-07-27,24.28,
2009-07-28,25.01,
2009-07-29,25.61,
2009-07-30,25.4,
2009-07-31,25.92,
2009-08-03,25.56,
2009-08-04,24.89,
2009-08-05,24.9,
2009-08-06,25.67,
2009-08-07,24.76,
2009-08-10,24.99,
2009-08-11,25.99,
2009-08-12,25.45,
2009-08-13,24.71,
2009-08-14,24.27,
2009-08-17,27.89,
2009-08-18,26.18,
2009-08-19,26.26,
2009-08-20,25.09,
2009-08-21,25.01,
2009-08-24,25.14,
2009-08-25,24.92,
2009-08-26,24.95,
2009-08-27,24.68,
2009-08-28,24.76,
2009-08-31,26.01,
2009-09-01,29.15,
2009-09-02,28.9,
2009-09-03,27.1,
2009-09-04,25.26,
2009-09-08,25.62,
2009-09-09,24.32,
2009-09-10,23.55,
2009-09-11,24.15,
2009-09-14,23.86,
2009-09-15,23.42,
2009-09-16,23.69,
2009-09-17,23.65,
2009-09-18,23.92,26.54
2009-09-21,24.06,26.23
2009-09-22,23.08,25.69
2009-09-23,23.49,26.09
2009-09-24,24.95,27.13
2009-09-25,25.61,27.21
2009-09-28,24.88,26.27
2009-09-29,25.19,26.48
2009-09-30,25.61,26.66
2009-10-01,28.27,28.33
2009-10-02,28.68,28.8
2009-10-05,26.84,27.61
2009-10-06,25.7,26.73
2009-10-07,24.68,26.12
2009-10-08,24.18,25.74
2009-10-09,23.12,25.08
2009-10-12,23.01,25.17
2009-10-13,22.99,25.09
2009-10-14,22.86,24.58
2009-10-15,21.72,24.22
2009-10-16,21.43,24.4
2009-10-19,21.49,24.15
2009-10-20,20.9,23.72
2009-10-21,22.22,24.55
2009-10-22,20.69,23.35
2009-10-23,22.27,24.31
2009-10-26,24.31,25.37
2009-10-27,24.83,25.46
2009-10-28,27.91,27.42
2009-10-29,24.76,25.66
2009-10-30,30.69,29.07
2009-11-02,29.78,28.82
2009-11-03,28.81,28.87
2009-11-04,27.72,28.18
2009-11-05,25.43,26.61
2009-11-06,24.19,25.88
2009-11-09,23.15,24.41
2009-11-10,22.84,24.71
2009-11-11,23.04,24.97
2009-11-12,24.24,26.07
2009-11-13,23.36,25.6
2009-11-16,22.89,25.15
2009-11-17,22.41,25.04
2009-11-18,21.63,24.72
2009-11-19,22.63,25.11
2009-11-20,22.19,24.66
2009-11-23,21.16,24.11
2009-11-24,20.47,23.74
2009-11-25,20.48,23.66
2009-11-27,24.85,26.15
2009-11-30,24.51,26.24
2009-12-01,21.92,24.94
2009-12-02,21.12,24.8
2009-12-03,22.46,25.51
2009-12-04,21.25,24.76
2009-12-07,22.1,25.3
2009-12-08,23.69,26.13
2009-12-09,22.66,25.8
2009-12-10,22.32,25.34
2009-12-11,21.59,25.12
2009-12-14,21.15,24.56
2009-12-15,21.49,24.73
2009-12-16,20.54,24.25
2009-12-17,22.51,24.78
2009-12-18,21.68,24.52
2009-12-21,20.49,23.53
2009-12-22,19.54,22.76
2009-12-23,19.71,22.68
2009-12-24,19.47,22.43
2009-12-28,19.93,22.49
2009-12-29,20.01,22.63
2009-12-30,19.96,22.66
2009-12-31,21.68,23.89
2010-01-04,20.04,22.77
2010-01-05,19.35,22.39
2010-01-06,19.16,21.8
2010-01-07,19.06,21.6
2010-01-08,18.13,21.0
2010-01-11,17.55,21.27
2010-01-12,18.25,21.79
2010-01-13,17.85,21.29
2010-01-14,17.63,20.71
2010-01-15,17.91,21.48
2010-01-19,17.58,20.89
2010-01-20,18.68,21.4
2010-01-21,22.27,23.15
2010-01-22,27.31,26.29
2010-01-25,25.41,25.19
2010-01-26,24.55,25.17
2010-01-27,23.14,24.13
2010-01-28,23.73,24.67
2010-01-29,24.62,25.38
2010-02-01,22.59,23.64
2010-02-02,21.48,22.93
2010-02-03,21.6,23.0
2010-02-04,26.08,25.98
2010-02-05,26.11,26.0
2010-02-08,26.51,26.43
2010-02-09,26.0,26.04
2010-02-10,25.4,25.87
2010-02-11,23.96,24.57
2010-02-12,22.73,24.46
2010-02-16,22.25,23.57
2010-02-17,21.72,23.29
2010-02-18,20.63,22.78
2010-02-19,20.02,22.31
2010-02-22,19.94,21.73
2010-02-23,21.37,22.62
2010-02-24,20.27,22.08
2010-02-25,20.1,22.07
2010-02-26,19.5,21.65
2010-03-01,19.26,21.44
2010-03-02,19.06,21.18
2010-03-03,18.83,20.97
2010-03-04,18.72,21.03
2010-03-05,17.42,20.23
2010-03-08,17.79,20.26
2010-03-09,17.92,20.16
2010-03-10,18.57,20.51
2010-03-11,18.06,20.7
2010-03-12,17.58,20.27
2010-03-15,18.0,20.72
2010-03-16,17.69,20.16
2010-03-17,16.91,19.72
2010-03-18,16.62,19.48
2010-03-19,16.97,19.95
2010-03-22,16.87,20.11
2010-03-23,16.35,19.68
2010-03-24,17.55,20.08
2010-03-25,18.4,20.58
2010-03-26,17.77,20.06
2010-03-29,17.59,19.85
2010-03-30,17.13,19.54
2010-03-31,17.59,19.92
2010-04-01,17.47,19.9
2010-04-05,17.02,19.35
2010-04-06,16.23,18.84
2010-04-07,16.62,19.19
2010-04-08,16.48,19.08
2010-04-09,16.14,18.62
2010-04-12,15.58,18.96
2010-04-13,16.2,18.99
2010-04-14,15.59,18.77
2010-04-15,15.89,18.9
2010-04-16,18.36,20.23
2010-04-19,17.34,19.79
2010-04-20,15.73,18.99
2010-04-21,16.32,19.3
2010-04-22,16.47,19.59
2010-04-23,16.62,19.39
2010-04-26,17.47,19.86
2010-04-27,22.81,22.72
2010-04-28,21.08,22.31
2010-04-29,18.44,20.96
2010-04-30,22.05,23.67
2010-05-03,20.19,22.58
2010-05-04,23.84,25.07
2010-05-05,24.91,26.37
2010-05-06,32.8,26.37
2010-05-07,40.95,36.62
2010-05-10,28.84,28.98
2010-05-11,28.32,28.87
2010-05-12,25.52,26.65
2010-05-13,26.68,27.61
2010-05-14,31.24,30.8
2010-05-17,30.84,30.51
2010-05-18,33.55,32.81
2010-05-19,35.32,34.18
2010-05-20,45.79,40.83
2010-05-21,40.1,37.4
2010-05-24,38.32,36.91
2010-05-25,34.61,34.9
2010-05-26,35.02,33.95
2010-05-27,29.68,30.64
2010-05-28,32.07,32.0
2010-06-01,35.54,34.02
2010-06-02,30.17,30.59
2010-06-03,29.46,30.24
2010-06-04,35.48,34.37
2010-06-07,36.57,35.3
2010-06-08,33.7,33.65
2010-06-09,33.73,33.8
2010-06-10,30.57,31.47
2010-06-11,28.79,30.95
2010-06-14,28.58,30.68
2010-06-15,25.87,28.45
2010-06-16,25.92,28.78
2010-06-17,25.05,28.21
2010-06-18,23.95,27.96
2010-06-21,24.88,27.54
2010-06-22,27.05,29.09
2010-06-23,26.91,29.26
2010-06-24,29.74,31.36
2010-06-25,28.53,30.7
2010-06-28,29.0,30.96
2010-06-29,34.13,34.38
2010-06-30,34.54,35.23
2010-07-01,32.86,34.49
2010-07-02,30.12,33.29
2010-07-06,29.65,32.01
2010-07-07,26.84,29.72
2010-07-08,25.71,28.83
2010-07-09,24.98,28.17
2010-07-12,24.43,28.39
2010-07-13,24.56,28.32
2010-07-14,24.89,28.83
2010-07-15,25.14,29.23
2010-07-16,26.25,30.6
2010-07-19,25.97,30.08
2010-07-20,23.93,28.22
2010-07-21,25.64,29.08
2010-07-22,24.63,27.9
2010-07-23,23.47,26.99
2010-07-26,22.73,26.44
2010-07-27,23.19,26.37
2010-07-28,24.25,26.71
2010-07-29,24.13,27.12
2010-07-30,23.5,27.14
2010-08-02,22.01,25.4
2010-08-03,22.63,26.01
2010-08-04,22.21,25.96
2010-08-05,22.1,26.16
2010-08-06,21.74,26.12
2010-08-09,22.14,26.03
2010-08-10,22.37,26.31
2010-08-11,25.39,28.69
2010-08-12,25.73,29.25
2010-08-13,26.24,29.97
2010-08-16,26.1,29.8
2010-08-17,24.33,28.57
2010-08-18,24.59,28.58
2010-08-19,26.44,29.63
2010-08-20,25.49,29.54
2010-08-23,25.66,29.29
2010-08-24,27.46,30.31
2010-08-25,26.7,29.85
2010-08-26,27.37,30.37
2010-08-27,24.45,28.4
2010-08-30,27.21,30.01
2010-08-31,26.05,29.04
2010-09-01,23.89,27.29
2010-09-02,23.19,26.62
2010-09-03,21.31,25.31
2010-09-07,23.8,26.77
2010-09-08,23.25,26.3
2010-09-09,22.81,26.1
2010-09-10,21.99,25.59
2010-09-13,21.21,24.75
2010-09-14,21.56,24.74
2010-09-15,22.1,24.93
2010-09-16,21.72,24.96
2010-09-17,22.01,25.12
2010-09-20,21.5,24.59
2010-09-21,22.35,24.94
2010-09-22,22.51,25.16
2010-09-23,23.87,26.16
2010-09-24,21.71,24.75
2010-09-27,22.54,25.2
2010-09-28,22.6,25.34
2010-09-29,23.25,25.91
2010-09-30,23.7,26.4
2010-10-01,22.5,25.7
2010-10-04,23.53,26.32
2010-10-05,21.76,25.08
2010-10-06,21.49,24.91
2010-10-07,21.56,24.89
2010-10-08,20.71,24.06
2010-10-11,18.96,23.98
2010-10-12,18.93,23.37
2010-10-13,19.07,22.98
2010-10-14,19.88,23.56
2010-10-15,19.03,23.2
2010-10-18,19.09,22.8
2010-10-19,20.63,23.59
2010-10-20,19.79,22.66
2010-10-21,19.27,22.22
2010-10-22,18.78,21.65
2010-10-25,19.85,21.91
2010-10-26,20.22,22.2
2010-10-27,20.71,22.6
2010-10-28,20.88,22.81
2010-10-29,21.2,22.95
2010-11-01,21.83,23.29
2010-11-02,21.57,23.02
2010-11-03,19.56,21.65
2010-11-04,18.52,20.57
2010-11-05,18.26,20.66
2010-11-08,18.29,20.73
2010-11-09,19.08,21.53
2010-11-10,18.47,21.28
2010-11-11,18.64,21.47
2010-11-12,20.61,22.93
2010-11-15,20.2,22.81
2010-11-16,22.58,24.08
2010-11-17,21.76,23.83
2010-11-18,18.75,22.43
2010-11-19,18.04,21.4
2010-11-22,18.37,21.33
2010-11-23,20.63,22.59
2010-11-24,19.56,21.81
2010-11-26,22.22,21.81
2010-11-29,21.53,23.35
2010-11-30,23.54,25.19
2010-12-01,21.36,23.99
2010-12-02,19.39,21.99
2010-12-03,18.01,21.0
2010-12-06,18.02,21.04
2010-12-07,17.99,20.97
2010-12-08,17.74,20.38
2010-12-09,17.25,19.98
2010-12-10,17.61,19.84
2010-12-13,17.55,20.46
2010-12-14,17.61,20.39
2010-12-15,17.94,20.74
2010-12-16,17.39,20.82
2010-12-17,16.11,20.29
2010-12-20,16.41,20.1
2010-12-21,16.49,19.91
2010-12-22,15.45,19.57
2010-12-23,16.47,20.44
2010-12-27,17.67,21.04
2010-12-28,17.52,21.18
2010-12-29,17.28,20.84
2010-12-30,17.52,21.01
2010-12-31,17.75,20.9
2011-01-03,17.61,20.62
2011-01-04,17.38,20.61
2011-01-05,17.02,20.05
2011-01-06,17.4,20.35
2011-01-07,17.14,20.29
2011-01-10,17.54,20.48
2011-01-11,16.89,20.14
2011-01-12,16.24,19.23
2011-01-13,16.39,19.2
2011-01-14,15.46,18.37
2011-01-18,15.87,18.38
2011-01-19,17.31,19.64
2011-01-20,17.99,19.9
2011-01-21,18.47,19.97
2011-01-24,17.65,19.58
2011-01-25,17.59,19.34
2011-01-26,16.64,18.82
2011-01-27,16.15,18.48
2011-01-28,20.04,20.59
2011-01-31,19.53,20.15
2011-02-01,17.63,18.97
2011-02-02,17.3,19.09
2011-02-03,16.69,18.92
2011-02-04,15.93,18.33
2011-02-07,16.28,18.26
2011-02-08,15.81,17.85
2011-02-09,15.87,17.86
2011-02-10,16.09,18.1
2011-02-11,15.69,17.86
2011-02-14,15.95,17.94
2011-02-15,16.37,18.27
2011-02-16,16.72,18.32
2011-02-17,16.59,18.63
2011-02-18,16.43,18.9
2011-02-22,20.8,21.32
2011-02-23,22.13,22.47
2011-02-24,21.32,22.26
2011-02-25,19.22,20.57
2011-02-28,18.35,20.0
2011-03-01,21.01,21.9
2011-03-02,20.7,21.68
2011-03-03,18.6,20.44
2011-03-04,19.06,20.8
2011-03-07,20.66,21.85
2011-03-08,19.82,21.45
2011-03-09,20.22,21.82
2011-03-10,21.88,22.76
2011-03-11,20.08,21.87
2011-03-14,21.13,22.49
2011-03-15,24.32,24.03
2011-03-16,29.4,26.91
2011-03-17,26.37,25.44
2011-03-18,24.44,24.34
2011-03-21,20.61,21.95
2011-03-22,20.21,21.7
2011-03-23,19.17,20.93
2011-03-24,18.0,20.08
2011-03-25,17.91,20.03
2011-03-28,19.44,20.86
2011-03-29,18.16,19.97
2011-03-30,17.71,19.75
2011-03-31,17.74,19.84
2011-04-01,17.4,19.59
2011-04-04,17.5,19.39
2011-04-05,17.25,19.4
2011-04-06,16.9,19.38
2011-04-07,17.11,19.5
2011-04-08,17.87,20.05
2011-04-11,16.59,20.01
2011-04-12,17.09,20.33
2011-04-13,16.92,19.99
2011-04-14,16.27,19.96
2011-04-15,15.32,19.17
2011-04-18,16.96,19.92
2011-04-19,15.83,19.18
2011-04-20,15.07,18.48
2011-04-21,14.69,18.35
2011-04-25,15.77,18.55
2011-04-26,15.62,18.27
2011-04-27,15.35,17.9
2011-04-28,14.62,17.52
2011-04-29,14.75,17.5
2011-05-02,15.99,18.39
2011-05-03,16.7,19.11
2011-05-04,17.08,19.44
2011-05-05,18.2,19.84
2011-05-06,18.4,19.91
2011-05-09,17.16,19.2
2011-05-10,15.91,18.37
2011-05-11,16.95,19.05
2011-05-12,16.03,18.44
2011-05-13,17.07,19.07
2011-05-16,18.24,19.87
2011-05-17,17.55,19.45
2011-05-18,16.23,18.53
2011-05-19,15.52,18.17
2011-05-20,17.43,19.05
2011-05-23,18.27,19.79
2011-05-24,17.82,19.17
2011-05-25,17.07,18.87
2011-05-26,16.09,18.19
2011-05-27,15.98,18.13
2011-05-31,15.45,17.56
2011-06-01,18.3,19.36
2011-06-02,18.09,19.32
2011-06-03,17.95,19.47
2011-06-06,18.49,19.96
2011-06-07,18.07,19.5
2011-06-08,18.79,19.95
2011-06-09,17.77,19.26
2011-06-10,18.86,20.11
2011-06-13,19.61,20.44
2011-06-14,18.26,19.43
2011-06-15,21.32,21.38
2011-06-16,22.73,22.61
2011-06-17,21.85,22.44
2011-06-20,19.99,21.22
2011-06-21,18.86,20.5
2011-06-22,18.52,20.72
2011-06-23,19.29,20.93
2011-06-24,21.1,21.92
2011-06-27,20.56,21.5
2011-06-28,19.17,20.52
2011-06-29,17.27,19.42
2011-06-30,16.52,18.91
2011-07-01,15.87,17.93
2011-07-05,16.06,18.11
2011-07-06,16.34,18.41
2011-07-07,15.95,17.77
2011-07-08,15.95,17.96
2011-07-11,18.39,19.98
2011-07-12,19.87,20.93
2011-07-13,19.91,20.85
2011-07-14,20.8,21.59
2011-07-15,19.53,20.94
2011-07-18,20.95,21.84
2011-07-19,19.21,20.5
2011-07-20,19.09,20.37
2011-07-21,17.56,19.2
2011-07-22,17.52,19.2
2011-07-25,19.35,20.26
