date,QQQ,QQQ_EMA_FAST,QQQ_EMA_SLOW,momentum_126,momentum_exit,RSI,OBV,OBV_EMA,VIX,VIX3M,trend_bear,momentum_bear,rsi_bear,obv_bear,long_bear_entry,risk_off,severe_risk,daily_qqq_return
2007-09-12,41.9806289673,41.254285724612856,,,0.028151144703515874,55.57685434594674,-79352300.0,-67749102.56903553,24.96,,False,False,False,True,False,False,False,0.00020422217405391407
2007-09-13,42.1865234375,41.29084406629471,,,0.05107945047170004,57.13251487217618,1455200.0,-61158216.610079765,24.76,,False,False,False,False,False,False,False,0.004904511324982153
2007-09-14,42.2208137512,41.327313465702765,,,0.07233125431367693,57.40007770752213,101256400.0,-45690157.88531027,24.92,,False,False,False,False,False,False,False,0.0008128262512743234
2007-09-17,41.8691253662,41.34856099121246,,,0.07392761736344089,53.69814661546035,16374100.0,-39779276.18194739,26.48,,False,False,False,False,False,False,False,-0.008329739617820575
2007-09-18,42.9242019653,41.41035083333354,,,0.08054361734430127,61.68225527367977,167826200.0,-20007326.06938097,20.35,,False,False,False,False,False,False,False,0.025199394300023714
2007-09-19,43.0357284546,41.47409113220673,,,0.07822894769217403,62.419929113498135,294852000.0,9979276.413417216,20.03,,False,False,False,False,False,False,False,0.0025982192840803275
2007-09-20,42.9156455994,41.5306226799398,,,0.06401504629790922,61.05695612332224,184881400.0,26636621.516901292,20.45,,False,False,False,False,False,False,False,-0.002790306090128758
2007-09-21,43.2211761475,41.596918894353934,,,0.05720108163333415,63.25540208401307,271710900.0,49977028.991482124,19.0,,False,False,False,False,False,False,False,0.007119327784370411
2007-09-24,43.4185638428,41.66835595115574,,,0.06493364325536266,64.64406964654398,378937700.0,81306616.70657906,19.37,,False,False,False,False,False,False,False,0.004566920960835885
2007-09-25,43.8305473328,41.753147770043746,,,0.060094811374441726,67.41230407902938,480039900.0,119281215.11547628,18.6,,False,False,False,False,False,False,False,0.009488648484358375
2007-09-26,44.045085907,41.843027696983214,,,0.07240334381891889,68.78300272616823,576164500.0,162793908.91400236,17.63,,False,False,False,False,False,False,False,0.004894727245156938
2007-09-27,44.2682380676,41.93813398602701,,,0.10412552831588173,70.18764273826224,649587700.0,209155222.35076404,17.0,,False,False,False,False,False,False,False,0.0050664485266569415
2007-09-28,44.1223182678,42.02378827158674,,,0.06981508453413432,68.03196067158909,574041700.0,243906315.46021506,18.0,,False,False,False,False,False,False,False,-0.003296264007100924
2007-10-01,44.6286849976,42.125941084371576,,,0.07649568882446012,71.32341004710597,674445800.0,284910075.8925755,17.84,,False,False,False,False,False,False,False,0.011476430742523913
2007-10-02,44.6372680664,42.22442449543151,,,0.0648054504278388,71.37720546999361,745491800.0,328775001.9980445,18.49,,False,False,False,False,False,False,False,0.00019232179483807954
2007-10-03,44.3283233643,42.30693033342636,,,0.040194511401508315,66.53866119318181,638706800.0,358292316.09346884,18.8,,False,False,False,False,False,False,False,-0.0069212278323222964
2007-10-04,44.4312934875,42.39023869240964,,,0.05321059587490451,67.33348907422732,722836100.0,393010771.70361465,18.44,,False,False,False,False,False,False,False,0.0023228968610828904
2007-10-05,45.3324394226,42.50561911320142,,,0.07544661304219535,73.30886688293366,838510800.0,435439345.8270799,16.91,,False,False,False,False,False,False,False,0.020281784849534468
2007-10-08,45.6156921387,42.627582761260186,,,0.10258495051597794,74.86519707343847,901533200.0,479829236.70069134,17.46,,False,False,False,False,False,False,False,0.0062483448874095515
2007-10-09,45.8130722046,42.75250391590096,,,0.10804457376408938,75.91891570431403,995498800.0,528940623.6815779,16.12,,False,False,False,False,False,False,False,0.0043270211772703515
2007-10-10,45.9246406555,42.87690143510092,,,0.09417177911356989,76.51816025189515,1087276300.0,582115449.9976181,16.67,,False,False,False,False,False,False,False,0.002435297296844441
2007-10-11,45.1951293945,42.96781233546951,,,0.07657104017435934,65.10920836359264,847489600.0,607389178.5692735,18.88,,False,False,False,False,False,False,False,-0.01588496394500649
2007-10-12,45.9417877197,43.084438821125616,,,0.08901573242373217,70.03396823733371,979165600.0,642796456.8007712,17.73,,False,False,False,False,False,False,False,0.01652076972017391
2007-10-15,45.5899162292,43.18269283712853,,,0.07979719429032195,65.35248779689925,857586900.0,663252689.486412,19.25,,False,False,False,False,False,False,False,-0.00765907266488719
2007-10-16,45.3753700256,43.2686801778529,,,0.08374296402739057,62.604580817565015,663910300.0,663315319.0591347,20.02,,False,False,False,False,False,False,False,-0.004706001268381055
2007-10-17,45.9589691162,43.374181704846904,,,0.07070060739517792,66.70558108665253,847895500.0,680894383.9106457,18.54,,False,False,False,False,False,False,False,0.012861583063030535
2007-10-18,46.1563529968,43.48328646139409,,,0.07251241362144167,67.9844162711561,992386700.0,710560318.7762985,18.5,,False,False,False,False,False,False,False,0.004294784769887761
2007-10-19,45.0063018799,43.54301255623746,,,0.048715480130846034,54.78156535894845,747275200.0,714056974.1309367,22.96,,False,False,False,False,False,False,False,-0.024916420865828237
2007-10-22,45.5470085144,43.621600633028145,,,0.05381233400411589,58.82984144916663,954327300.0,736939862.3089428,21.64,,False,False,False,False,False,False,False,0.012014020524123037
2007-10-23,46.4996643066,43.734465875129004,,,0.07096274475948472,64.80788370955999,1116687900.0,773106342.0890435,20.41,,False,False,False,False,False,False,False,0.020915880609344795
2007-10-24,46.1477851868,43.82910584813571,,,0.05286810215728077,61.26905307938324,818394500.0,777419499.9853251,20.8,,False,False,False,False,False,False,False,-0.007567347529217727
2007-10-25,45.5298576355,43.8958019966598,,,0.033710269782083246,55.53421307821137,584561400.0,759052061.8914846,21.17,,False,False,False,True,False,False,False,-0.013390188690501903
2007-10-26,46.2851066589,43.989500218708436,,,0.04556017314762184,60.41158174418463,731251700.0,756404408.3780098,19.56,,False,False,False,True,False,False,False,0.01658799439801295
2007-10-29,46.4739151001,44.08692825327281,,,0.05329721838338153,61.54712665832585,833148300.0,763713350.437247,19.87,,False,False,False,False,False,False,False,0.004079248268593849
2007-10-30,46.5683059692,44.184237183309165,,,0.0434613068187939,62.13192039089113,947764900.0,781242069.4432235,21.07,,False,False,False,False,False,False,False,0.0020310505128884326
2007-10-31,47.2291641235,44.303646082924494,,,0.058065741237667945,66.02743793333676,1096196800.0,811237758.0676785,18.53,,False,False,False,False,False,False,False,0.014191157280599498
2007-11-01,46.3451919556,44.38370670538236,,,0.04549841812705013,57.505877309082486,914222600.0,821045838.251709,23.21,,False,False,False,False,False,False,False,-0.018716659172465788
2007-11-02,46.7056465149,44.4747631685007,,,0.051188089494622835,59.7850579866453,1132105500.0,850670567.9420224,23.01,,False,False,False,False,False,False,False,0.007777604193447418
2007-11-05,46.4052658081,44.55046915436734,,,0.02366575457144182,57.03949293495276,981516600.0,863132094.804687,24.31,,False,False,False,False,False,False,False,-0.006431357431358475
2007-11-06,46.9287910461,44.64373667953333,,,0.02878612262217506,60.44867642299233,1113401300.0,886967257.2042406,21.39,,False,False,False,False,False,False,False,0.011281591191933726
2007-11-07,45.7873001099,44.6885823042536,,,-0.0005625489289367014,50.95402543889958,915493100.0,889684004.1371701,26.49,,False,False,False,False,False,False,False,-0.02432389394132628
2007-11-08,44.3969650269,44.67714633259268,,,-0.03326483575690309,42.249493660442006,534866700.0,855891879.9336301,26.16,,False,False,True,True,False,False,False,-0.03036508113959291
2007-11-09,42.9122009277,44.607932787302765,,,-0.050512710050517606,35.31187594240119,225451800.0,795849967.5589987,28.5,,False,False,True,True,False,False,False,-0.03344291886394457
2007-11-12,41.8222465515,44.49869018982031,,,-0.08966871714557867,31.254568570765386,-57764200.0,714553380.1724274,31.09,,False,False,True,True,False,False,True,-0.02539963815970181
2007-11-13,43.5473060608,44.461381008290104,,,-0.04480399038530647,42.512768559916005,197861700.0,665344648.7274344,24.1,,False,False,True,True,False,False,False,0.041247413793894516
2007-11-14,42.989440918,44.40365786749442,,,-0.0525820308738838,40.21891696562105,-65422400.0,595747786.9438692,25.94,,False,False,True,True,False,False,False,-0.012810554618949643
2007-11-15,42.7577133179,44.33911102241229,,,-0.06965464760983076,39.27104088962024,-316971200.0,508822169.1396913,28.06,,False,False,True,True,False,False,False,-0.0053903376073675124
2007-11-16,43.1525115967,44.292577711600046,,,-0.06507969553634918,41.7882206721137,-53347500.0,455282200.6501969,25.49,,False,False,True,True,False,False,False,0.009233381492240067
2007-11-19,42.6547431946,44.22834890701181,,,-0.052249542554622,39.56168365097705,-251998600.0,387922124.39779717,26.01,,False,False,True,True,False,False,False,-0.011535096885022744
2007-11-20,42.826385498,44.17336994979566,,,-0.059732199877404746,40.734313787614035,48765000.0,355621445.8837213,24.88,,False,False,True,True,False,False,False,0.00402399101588613
2007-11-21,42.3200187683,44.10068951130563,,,-0.08988549918857702,38.36917480992939,-163460400.0,306185079.6090812,26.84,,False,False,True,True,False,False,False,-0.011823709234664359
2007-11-23,42.7748908997,44.04869740888972,,,-0.07308897433423911,41.646875024600355,-116997100.0,265882014.8844068,25.61,,False,False,True,True,False,False,False,0.010748391532867663
2007-11-26,42.0367889404,43.9697990375764,,,-0.07672039572503353,38.105509675682946,-267349200.0,215098089.65732044,28.91,,False,False,True,True,False,False,False,-0.017255496011216565
2007-11-27,42.8778877258,43.92697898613419,,0.06007781072023333,-0.07361372110924658,43.954054771915295,-55979900.0,189281138.26138517,26.28,,False,False,True,True,False,False,False,0.020008635450070145
2007-11-28,44.1823997498,43.93699548667011,,0.08726099133728216,-0.049307559850817695,51.59385668447051,160888200.0,186577048.903158,24.11,,False,False,False,True,False,False,False,0.03042388730392287
2007-11-29,44.3712272644,43.95402418383598,,0.09121701553990058,-0.0471796999928048,52.601040144911885,332975500.0,200519758.5314287,23.97,,False,False,False,False,False,False,False,0.004273817530720647
2007-11-30,44.0365066528,43.95725879046202,,0.07979895221812128,-0.06759927959663836,50.59154078504466,161558100.0,196809124.38557833,22.87,,False,False,False,True,False,False,False,-0.007543641053817551
2007-12-03,43.6674575806,43.945894037134096,,0.07074966943507621,-0.05777804043977952,48.39625221464038,52932400.0,183106579.20599946,23.61,,False,False,True,True,False,False,False,-0.008380525619566481
2007-12-04,43.4872207642,43.92790684996021,,0.0778836370460958,-0.06890870785127146,47.3163874694879,-60441700.0,159911504.99590427,23.79,,False,False,True,True,False,False,False,-0.004127485921691765
2007-12-05,44.2682380676,43.94125317222059,,0.11452641583318024,-0.04605140609122382,52.28478511091755,77172500.0,152031599.7581991,22.53,,False,False,False,True,False,False,False,0.017959696887388965
2007-12-06,44.9033203125,43.978981295368804,,0.11677947707320668,-0.04316051380079877,55.92469107390073,176897000.0,154399733.1145611,20.96,,False,False,False,False,False,False,False,0.014346228190292853
2007-12-07,44.9119148254,44.015566923997476,,0.11913993045318283,-0.01911851719579183,55.973637621376156,265889300.0,165017787.10365054,20.85,,False,False,False,False,False,False,False,0.00019140038732512465
2007-12-10,45.0921401978,44.05778548375444,,0.1303914004606077,0.01565816876173387,57.05075148341273,341547200.0,181830112.14139813,20.74,,False,False,False,False,False,False,False,0.004012863247996545
2007-12-11,44.045085907,44.05728746113662,,0.09217518913240186,0.026400066992805282,49.47731651195982,174482900.0,181130377.65174118,23.59,,False,False,True,True,False,False,False,-0.023220328114988975
2007-12-12,44.4398765564,44.07229095506852,,0.09475191042453979,0.0625894164168499,52.06135865921679,337458100.0,196018732.16109917,22.47,,False,False,False,False,False,False,False,0.008963330216532839
2007-12-13,44.1995582581,44.077281829697206,,0.07886864620919298,0.014978014860192124,50.372432086438174,183981900.0,194872367.19337544,22.56,,False,False,False,True,False,False,False,-0.0054077175033330205
2007-12-14,43.7447128296,44.06423990812477,,0.06754295059800097,0.017568777250223766,47.24820723389973,55585200.0,181606922.69876826,23.27,,False,False,True,True,False,False,False,-0.010290723401441326
2007-12-17,42.6804847717,44.009975000813995,,0.04178952550408255,-0.0018061898124862585,40.86223489876235,-78791800.0,156807044.3465046,24.52,,False,False,True,True,False,False,False,-0.024328152799756975
2007-12-18,42.8177986145,43.96322298566442,,0.05508213092529757,-0.007756512189329934,41.9523950512154,75459900.0,149059697.2658851,22.64,,False,False,True,True,False,False,False,0.0032172512457273594
2007-12-19,42.8092155457,43.917967791940335,,0.045369252029541896,0.0036214577683719718,41.900400656435046,-62511000.0,128910107.05008653,21.68,,False,False,True,True,False,False,False,-0.0002004556300821969
2007-12-20,43.684627533,43.90881719355052,,0.07689756354792499,0.02004002964574436,48.861845655233715,104830700.0,126616830.18817353,20.58,,False,False,True,True,False,False,False,0.02044914806638931
2007-12-21,44.5463409424,43.93381812487795,,0.10280407900058486,0.05260683333551919,54.62520831258388,212404200.0,134787055.88453797,18.47,,False,False,False,False,False,False,False,0.019725781311722423
2007-12-24,44.8814086914,43.97097853925137,,0.1175064735330249,0.04924659648202101,56.67011230250086,246904000.0,145464860.08601055,18.6,,False,False,False,False,False,False,False,0.007521779385500027
2007-12-26,45.1047668457,44.01544082577877,,0.10605865581033092,0.07298316504740154,58.028024096787014,305396100.0,160696406.74448574,18.66,,False,False,False,False,False,False,False,0.004976629763022489
2007-12-27,44.563533783,44.03693466723843,,0.09324664145807349,0.03931271213683707,53.641205122185475,239617200.0,168212672.7688204,20.26,,False,False,False,False,False,False,False,-0.011999464813808203
2007-12-28,44.5205688477,44.05590071353104,,0.09035702774413212,0.007653932330860647,53.29675430517927,172071800.0,168580208.6955994,20.74,,False,False,False,False,False,False,False,-0.0009641276544453126
2007-12-31,44.0050735474,44.053907491329824,,0.06808310290194308,-0.00825205295355369,49.21348482155207,101936200.0,162233160.24839947,22.5,,False,False,True,True,False,False,False,-0.011578812078153145
2008-01-02,43.3091697693,44.02470209046591,,0.04509971043032168,-0.01651667988186689,44.28132586844973,-50407900.0,141981630.70093283,23.17,,False,False,True,True,False,False,False,-0.015814171457989135
2008-01-03,43.4895935059,44.003717440090774,,0.041905193097785176,-0.004073149309682389,45.798017462509556,63695800.0,134525837.30084398,22.49,,False,False,True,True,False,False,False,0.0041659477094824204
2008-01-04,41.5823173523,43.9087605739029,,-0.00786639972109704,-0.043803751502744404,34.96337767562662,-148921800.0,107530824.22457314,23.94,,False,True,True,True,False,False,False,-0.04385592045925302
2008-01-07,41.3846931458,43.80977753750671,,-0.013187428321033479,-0.06513800972599526,34.064136011602926,-384005400.0,60717850.48889951,23.79,,False,True,True,True,False,False,False,-0.004752602045375642
2008-01-08,40.3107757568,43.67256178140057,,-0.03066587057106185,-0.10227627987727106,29.607740540662405,-645675200.0,-6557678.12909092,25.43,,False,True,True,True,False,False,False,-0.02594962792684108
2008-01-09,41.169921875,43.574419039973094,,-0.016699739607277664,-0.08331849053747553,36.738070402082776,-391663400.0,-43234413.54536797,24.12,,False,True,True,True,False,False,False,0.021313063370036245
2008-01-10,41.2300758362,43.48248401237415,,-0.030164961069965357,-0.08564828248689837,37.217588049431775,-141704900.0,-52612555.11247578,23.45,,False,True,True,True,False,False,False,0.0014611142907348107
2008-01-11,40.4224777222,43.36248376570066,,-0.05564047193154431,-0.08224772662378366,33.54169464252736,-353390100.0,-81258035.57795428,23.68,,False,True,True,True,False,False,False,-0.01958759710286373
2008-01-14,41.1269607544,43.27481619663005,,-0.0382183196944077,-0.07454826742813914,39.184426535097394,-185341600.0,-91170755.99910149,22.9,,False,True,True,True,False,False,False,0.017428002237801943
2008-01-15,39.9928970337,43.14611348435829,,-0.07181424630199817,-0.09517428205584133,34.156740226113826,-426436500.0,-123100826.85632992,23.34,,False,True,True,True,False,False,False,-0.02757470282018537
2008-01-16,39.5633354187,43.00561238374424,,-0.080686284642844,-0.09558589233830006,32.45791764788646,-692062400.0,-177287643.34620327,24.38,,False,True,True,True,False,False,False,-0.010740947689736657
2008-01-17,39.0134773254,42.849058067730745,,-0.09616530274656943,-0.08591766157097336,30.375333756821107,-946161200.0,-250513696.36085057,28.46,,False,True,True,True,False,False,False,-0.01389817333348764
2008-01-18,38.9619407654,42.696622095090326,,-0.0924900318316565,-0.09005268775761477,30.1798778424276,-1219224500.0,-342771868.13600767,27.18,,False,True,True,True,False,False,False,-0.0013209937573660513
2008-01-22,37.9567337036,42.51074411895345,,-0.11625657214601814,-0.11335133756234894,26.586421073362942,-1544956500.0,-457265642.599245,31.01,,False,True,True,True,False,False,True,-0.025799717417892887
2008-01-23,37.8106842041,42.326428043861156,,-0.10645093619978607,-0.13446247938048084,26.10016237685224,-1935085500.0,-598010390.9231265,29.02,,False,True,True,True,False,False,False,-0.0038477889230534856
2008-01-24,38.5839271545,42.1796633031019,,-0.08946968202756633,-0.13384744205162913,33.07881680452168,-1684836400.0,-701517629.8828287,27.78,,False,True,True,True,False,False,False,0.02045038238996355
2008-01-25,37.7935028076,42.00765700916065,,-0.100474797180928,-0.15792520980203006,29.963840749759868,-1884135500.0,-814147903.2273213,29.08,,False,True,True,True,False,False,False,-0.02048584488911509
